country,elite,sw_f,englang,FLAG_incomplete,z_cs,female,mushyC,mushyR,univcode,SCORE-M,SCORE_MIN,SCORE_MAX,z_cs_new
USA,0,1,01,0,-0.593643785,0,,,129,-4,5,11,-0.765821507
USA,1,1,01,0,-0.593643785,0,,,139,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,103,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,186,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,18,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,5,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,56,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,163,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,200,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,212,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,141,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,1,,,60,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,86,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,36,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,178,-4,5,11,-0.765821507
USA,1,1,02,0,-0.593643785,0,,,226,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,,,,110,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,146,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,203,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,204,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,47,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,,,,86,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,163,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,62,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,144,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,121,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,54,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,72,-4,5,11,-0.765821507
USA,0,1,02,0,-0.593643785,0,,,211,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,1,-4,5,11,-0.765821507
USA,0,1,02,0,-0.593643785,0,,,198,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,163,-4,5,11,-0.765821507
USA,0,1,00,0,-0.593643785,0,,,204,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,100,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,199,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,71,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,204,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,119,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,198,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,42,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,163,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,194,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,229,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,200,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,205,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,196,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,184,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,155,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,88,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,196,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,54,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,180,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,163,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,92,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,204,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,195,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,132,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,212,-4,5,11,-0.765821507
USA,1,1,01,0,-0.593643785,0,,,161,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,48,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,193,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,78,-4,5,11,-0.765821507
USA,0,1,02,0,-0.593643785,0,,,209,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,180,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,104,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,21,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,29,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,170,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,41,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,8,-4,5,11,-0.765821507
USA,0,1,02,0,-0.593643785,0,,,28,-4,5,11,-0.765821507
USA,0,1,02,0,-0.593643785,1,,,198,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,3,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,166,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,208,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,181,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,56,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,8,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,58,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,8,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,101,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,102,-4,5,11,-0.765821507
USA,1,1,01,0,-0.593643785,0,,,139,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,18,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,166,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,138,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,175,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,210,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,171,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,169,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,166,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,8,-4,5,11,-0.765821507
USA,0,1,02,0,-0.593643785,0,,,1,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,211,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,29,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,37,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,37,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,8,-4,5,11,-0.765821507
USA,1,1,01,0,-0.593643785,0,,,226,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,95,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,204,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,212,-4,5,11,-0.765821507
USA,1,1,00,0,-0.593643785,,,,161,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,127,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,1,,,210,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,162,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,194,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,132,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,231,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,227,-4,5,11,-0.765821507
USA,0,1,03,0,-0.593643785,0,,,210,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,225,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,8,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,103,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,,,,208,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,217,-4,5,11,-0.765821507
USA,1,1,01,0,-0.593643785,1,,,161,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,142,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,57,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,193,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,48,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,162,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,153,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,211,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,8,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,222,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,110,-4,5,11,-0.765821507
USA,0,1,02,0,-0.593643785,0,,,136,-4,5,11,-0.765821507
USA,0,1,02,0,-0.593643785,0,,,225,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,204,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,87,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,211,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,91,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,228,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,39,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,8,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,39,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,221,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,180,-4,5,11,-0.765821507
USA,0,1,02,0,-0.593643785,1,,,211,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,148,-4,5,11,-0.765821507
USA,0,1,02,0,-0.593643785,1,,,69,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,204,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,231,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,104,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,34,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,8,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,203,-4,5,11,-0.765821507
USA,0,1,02,0,-0.593643785,0,,,225,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,1,,,211,-4,5,11,-0.765821507
USA,0,1,01,0,-0.593643785,0,,,204,-4,5,11,-0.765821507
Russia,,9.629629135,,0,-0.593643785,,,0,283,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,284,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,284,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,285,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,285,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,285,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,1,,0,285,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,1,,1,286,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,286,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,286,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,286,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,287,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,287,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,1,,0,287,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,287,-4,5,11,-0.765821507
Russia,0,25.6790123,,0,-0.593643785,1,,0,288,-4,5,11,-0.765821507
Russia,0,25.6790123,,0,-0.593643785,0,,0,288,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,1,,0,290,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,0,,0,290,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,0,,0,290,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,0,,1,290,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,0,,0,291,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,292,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,0,,0,293,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,0,,0,294,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,0,,0,295,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,0,,0,295,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,0,,1,296,-4,5,11,-0.765821507
Russia,0,48.14814377,,0,-0.593643785,1,,0,297,-4,5,11,-0.765821507
Russia,0,22.46913528,,0,-0.593643785,1,,0,298,-4,5,11,-0.765821507
Russia,,19.25925827,,0,-0.593643785,,,0,299,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,1,,1,300,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,1,300,-4,5,11,-0.765821507
Russia,0,57.77777481,,0,-0.593643785,0,,0,300,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,300,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,1,,0,300,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,301,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,0,,0,301,-4,5,11,-0.765821507
Russia,0,19.25925827,,0,-0.593643785,1,,0,302,-4,5,11,-0.765821507
Russia,0,38.51851654,,0,-0.593643785,0,,0,302,-4,5,11,-0.765821507
Russia,1,9.629629135,,0,-0.593643785,1,,0,303,-4,5,11,-0.765821507
Russia,1,9.629629135,,0,-0.593643785,0,,0,303,-4,5,11,-0.765821507
Russia,1,9.629629135,,0,-0.593643785,1,,0,303,-4,5,11,-0.765821507
Russia,1,9.629629135,,0,-0.593643785,0,,1,303,-4,5,11,-0.765821507
Russia,1,48.14814758,,0,-0.593643785,0,,0,304,-4,5,11,-0.765821507
Russia,1,19.25925827,,0,-0.593643785,0,,1,304,-4,5,11,-0.765821507
Russia,1,9.629629135,,0,-0.593643785,1,,0,307,-4,5,11,-0.765821507
Russia,1,9.629629135,,0,-0.593643785,1,,0,307,-4,5,11,-0.765821507
Russia,0,25.1428566,,0,-0.593643785,1,,0,308,-4,5,11,-0.765821507
Russia,0,25.1428566,,0,-0.593643785,1,,0,308,-4,5,11,-0.765821507
Russia,0,25.1428566,,0,-0.593643785,1,,0,308,-4,5,11,-0.765821507
Russia,0,18.85714149,,0,-0.593643785,0,,0,309,-4,5,11,-0.765821507
Russia,0,18.85714149,,0,-0.593643785,0,,1,310,-4,5,11,-0.765821507
Russia,0,37.71428299,,0,-0.593643785,0,,0,312,-4,5,11,-0.765821507
Russia,0,37.71428299,,0,-0.593643785,0,,0,312,-4,5,11,-0.765821507
Russia,0,18.85714149,,0,-0.593643785,0,,1,313,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,0,,0,315,-4,5,11,-0.765821507
Russia,0,9.629629135,,0,-0.593643785,0,,0,315,-4,5,11,-0.765821507
Russia,0,67.40740204,,0,-0.593643785,1,,0,316,-4,5,11,-0.765821507
Russia,0,67.40740204,,0,-0.593643785,0,,0,316,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,1,,,268,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,1,,,268,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,0,,,268,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,1,,,272,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,1,,,272,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,1,,,272,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,0,,,272,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,0,,,272,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,1,,,273,-4,5,11,-0.765821507
India,1,1,,0,-0.593643785,0,,,277,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,0,,,278,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,0,,,278,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,1,,,278,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,0,,,278,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,0,,,279,-4,5,11,-0.765821507
India,0,1,,0,-0.593643785,0,,,280,-4,5,11,-0.765821507
China,0,20.66666794,,0,-0.593643785,1,0,,234,-4,5,11,-0.765821507
China,1,51.66666794,,0,-0.593643785,0,1,,235,-4,5,11,-0.765821507
China,1,51.66666794,,0,-0.593643785,0,0,,235,-4,5,11,-0.765821507
China,1,20.66666794,,0,-0.593643785,0,0,,236,-4,5,11,-0.765821507
China,0,17.33333397,,0,-0.593643785,1,0,,239,-4,5,11,-0.765821507
China,0,17.33333397,,0,-0.593643785,1,0,,239,-4,5,11,-0.765821507
China,0,17.33333397,,0,-0.593643785,1,0,,239,-4,5,11,-0.765821507
China,0,17.33333397,,0,-0.593643785,0,0,,239,-4,5,11,-0.765821507
China,0,21.66666603,,0,-0.593643785,0,0,,241,-4,5,11,-0.765821507
China,0,48,,0,-0.593643785,1,0,,243,-4,5,11,-0.765821507
China,0,59.99999619,,0,-0.593643785,0,0,,244,-4,5,11,-0.765821507
China,0,59.99999619,,0,-0.593643785,0,0,,244,-4,5,11,-0.765821507
China,0,48,,0,-0.593643785,0,0,,247,-4,5,11,-0.765821507
China,0,48,,0,-0.593643785,0,0,,247,-4,5,11,-0.765821507
China,0,48,,0,-0.593643785,0,0,,247,-4,5,11,-0.765821507
China,0,89.99999237,,0,-0.593643785,1,0,,248,-4,5,11,-0.765821507
China,0,89.99999237,,0,-0.593643785,1,0,,248,-4,5,11,-0.765821507
China,0,119.9999924,,0,-0.593643785,0,0,,248,-4,5,11,-0.765821507
China,0,119.9999924,,0,-0.593643785,1,0,,248,-4,5,11,-0.765821507
China,0,77.33332825,,0,-0.593643785,0,0,,251,-4,5,11,-0.765821507
China,0,77.33332825,,0,-0.593643785,0,0,,251,-4,5,11,-0.765821507
China,,77.33332825,,0,-0.593643785,,0,,251,-4,5,11,-0.765821507
China,,14.49999905,,0,-0.593643785,,1,,253,-4,5,11,-0.765821507
China,0,14.49999905,,0,-0.593643785,1,0,,253,-4,5,11,-0.765821507
China,0,14.49999905,,0,-0.593643785,1,0,,253,-4,5,11,-0.765821507
China,0,14.49999905,,0,-0.593643785,0,0,,253,-4,5,11,-0.765821507
China,,43.49999619,,0,-0.593643785,,0,,254,-4,5,11,-0.765821507
China,0,29.99999809,,0,-0.593643785,0,0,,255,-4,5,11,-0.765821507
China,0,20,,0,-0.593643785,0,0,,257,-4,5,11,-0.765821507
China,0,29.99999809,,0,-0.593643785,0,0,,258,-4,5,11,-0.765821507
China,0,33.33333588,,0,-0.593643785,0,0,,262,-4,5,11,-0.765821507
China,0,33.33333588,,0,-0.593643785,0,0,,262,-4,5,11,-0.765821507
China,0,41.66666794,,0,-0.593643785,0,0,,263,-4,5,11,-0.765821507
China,0,58.33333206,,0,-0.593643785,1,0,,264,-4,5,11,-0.765821507
China,0,174.9999847,,0,-0.593643785,1,0,,264,-4,5,11,-0.765821507
China,1,37.5,,0,-0.593643785,1,0,,265,-4,5,11,-0.765821507
China,1,12.5,,0,-0.593643785,1,0,,265,-4,5,11,-0.765821507
China,1,12.5,,0,-0.593643785,0,0,,265,-4,5,11,-0.765821507
China,1,12.5,,0,-0.593643785,0,0,,265,-4,5,11,-0.765821507
China,1,12.5,,0,-0.593643785,0,0,,265,-4,5,11,-0.765821507
China,0,37.5,,0,-0.593643785,0,0,,266,-4,5,11,-0.765821507
India,1,1,,1,-0.736612976,0,,,282,-5,4,10,-0.915904123
China,1,51.66666794,,1,-0.736612976,1,1,,235,-5,4,10,-0.915904123
China,,51.66666794,,1,-0.736612976,,1,,235,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,160,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,159,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,213,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,157,-5,4,10,-0.915904123
USA,0,1,02,0,-0.736612976,0,,,180,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,223,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,88,-5,4,10,-0.915904123
USA,0,1,03,0,-0.736612976,1,,,176,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,6,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,56,-5,4,10,-0.915904123
USA,0,1,03,0,-0.736612976,0,,,148,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,193,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,193,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,142,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,64,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,104,-5,4,10,-0.915904123
USA,0,1,03,0,-0.736612976,0,,,148,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,41,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,147,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,8,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,134,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,54,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,133,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,131,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,54,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,129,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,129,-5,4,10,-0.915904123
USA,0,1,03,0,-0.736612976,0,,,195,-5,4,10,-0.915904123
USA,0,1,02,0,-0.736612976,0,,,225,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,8,-5,4,10,-0.915904123
USA,0,1,02,0,-0.736612976,0,,,33,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,69,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,196,-5,4,10,-0.915904123
USA,0,1,02,0,-0.736612976,0,,,211,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,8,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,202,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,1,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,148,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,123,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,1,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,102,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,228,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,8,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,210,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,188,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,225,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,103,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,141,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,144,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,98,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,132,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,97,-5,4,10,-0.915904123
USA,1,1,00,0,-0.736612976,,,,161,-5,4,10,-0.915904123
USA,0,1,02,0,-0.736612976,0,,,78,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,190,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,231,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,18,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,8,-5,4,10,-0.915904123
USA,0,1,03,0,-0.736612976,0,,,195,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,,,,37,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,167,-5,4,10,-0.915904123
USA,0,1,02,0,-0.736612976,0,,,8,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,225,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,132,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,86,-5,4,10,-0.915904123
USA,0,1,02,0,-0.736612976,0,,,72,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,29,-5,4,10,-0.915904123
USA,0,1,03,0,-0.736612976,1,,,211,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,188,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,37,-5,4,10,-0.915904123
USA,0,1,03,0,-0.736612976,1,,,122,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,57,-5,4,10,-0.915904123
USA,0,1,00,0,-0.736612976,0,,,204,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,22,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,72,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,213,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,160,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,199,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,141,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,228,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,5,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,32,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,76,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,1,,,103,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,34,-5,4,10,-0.915904123
USA,0,1,01,0,-0.736612976,0,,,180,-5,4,10,-0.915904123
